data;nome_drs;ocupacao_leitos;pacientes_uti_ultimo_dia;total_covid_uti_ultimo_dia;ocupacao_leitos_ultimo_dia;internacoes_ultimo_dia;pacientes_enf_ultimo_dia;total_covid_enf_ultimo_dia;;;Comando para o HeideSQL
20/11/2021;DRS 14 São João da Boa Vista;22.45;22;88;25;8;19;214;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-20', 'DRS 14 São João da Boa Vista', 22.45, 22, 88, 25, 8, 19, 214);"
20/11/2021;DRS 15 São José do Rio Preto;22.03;47;206;22.82;14;41;259;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-20', 'DRS 15 São José do Rio Preto', 22.03, 47, 206, 22.82, 14, 41, 259);"
20/11/2021;DRS 16 Sorocaba;22.16;48;211;22.75;14;53;403;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-20', 'DRS 16 Sorocaba', 22.16, 48, 211, 22.75, 14, 53, 403);"
20/11/2021;DRS 17 Taubaté;18.63;50;271;18.45;20;61;387;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-20', 'DRS 17 Taubaté', 18.63, 50, 271, 18.45, 20, 61, 387);"
20/11/2021;Estado de São Paulo;22.25;1163;5238;22.2;348;1500;7814;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-20', 'Estado de São Paulo', 22.25, 1163, 5238, 22.2, 348, 1500, 7814);"
21/11/2021;DRS 01 Grande São Paulo;28.38;708;2473;28.63;192;953;3472;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 01 Grande São Paulo', 28.38, 708, 2473, 28.63, 192, 953, 3472);"
21/11/2021;DRS 02 Araçatuba;6.46;7;105;6.67;0;2;220;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 02 Araçatuba', 6.46, 7, 105, 6.67, 0, 2, 220);"
21/11/2021;DRS 03 Araraquara;21.38;12;54;22.22;3;8;86;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 03 Araraquara', 21.38, 12, 54, 22.22, 3, 8, 86);"
21/11/2021;DRS 04 Baixada Santista;19.53;37;218;16.97;6;48;244;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 04 Baixada Santista', 19.53, 37, 218, 16.97, 6, 48, 244);"
21/11/2021;DRS 05 Barretos;9.13;3;61;4.92;1;1;121;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 05 Barretos', 9.13, 3, 61, 4.92, 1, 1, 121);"
21/11/2021;DRS 06 Bauru;12.77;21;184;11.41;7;30;448;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 06 Bauru', 12.77, 21, 184, 11.41, 7, 30, 448);"
21/11/2021;DRS 07 Campinas;15.49;86;557;15.44;23;108;837;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 07 Campinas', 15.49, 86, 557, 15.44, 23, 108, 837);"
21/11/2021;DRS 08 Franca;8.2;6;104;5.77;3;10;142;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 08 Franca', 8.2, 6, 104, 5.77, 3, 10, 142);"
21/11/2021;DRS 09 Marília;13.72;23;186;12.37;5;29;331;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 09 Marília', 13.72, 23, 186, 12.37, 5, 29, 331);"
21/11/2021;DRS 10 Piracicaba;8.43;12;162;7.41;3;19;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 10 Piracicaba', 8.43, 12, 162, 7.41, 3, 19, 219);"
21/11/2021;DRS 11 Presidente Prudente;20.45;12;77;15.58;7;50;177;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 11 Presidente Prudente', 20.45, 12, 77, 15.58, 7, 50, 177);"
21/11/2021;DRS 12 Registro;19.23;9;45;20;0;2;43;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 12 Registro', 19.23, 9, 45, 20, 0, 2, 43);"
21/11/2021;DRS 13 Ribeirão Preto;21.08;37;177;20.9;5;21;272;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 13 Ribeirão Preto', 21.08, 37, 177, 20.9, 5, 21, 272);"
21/11/2021;DRS 14 São João da Boa Vista;22.81;22;88;25;4;18;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 14 São João da Boa Vista', 22.81, 22, 88, 25, 4, 18, 219);"
21/11/2021;DRS 15 São José do Rio Preto;21.72;37;212;17.45;16;37;258;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 15 São José do Rio Preto', 21.72, 37, 212, 17.45, 16, 37, 258);"
21/11/2021;DRS 16 Sorocaba;22.41;51;213;23.94;6;45;412;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 16 Sorocaba', 22.41, 51, 213, 23.94, 6, 45, 412);"
21/11/2021;DRS 17 Taubaté;19.04;59;265;22.26;18;58;371;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'DRS 17 Taubaté', 19.04, 59, 265, 22.26, 18, 58, 371);"
21/11/2021;Estado de São Paulo;22.26;1142;5181;22.04;299;1439;7872;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-21', 'Estado de São Paulo', 22.26, 1142, 5181, 22.04, 299, 1439, 7872);"
22/11/2021;DRS 01 Grande São Paulo;28.24;684;2470;27.69;146;915;3440;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 01 Grande São Paulo', 28.24, 684, 2470, 27.69, 146, 915, 3440);"
22/11/2021;DRS 02 Araçatuba;6.6;7;106;6.6;0;1;220;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 02 Araçatuba', 6.6, 7, 106, 6.6, 0, 1, 220);"
22/11/2021;DRS 03 Araraquara;21.45;10;54;18.52;6;15;89;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 03 Araraquara', 21.45, 10, 54, 18.52, 6, 15, 89);"
22/11/2021;DRS 04 Baixada Santista;18.68;35;212;16.51;6;44;250;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 04 Baixada Santista', 18.68, 35, 212, 16.51, 6, 44, 250);"
22/11/2021;DRS 05 Barretos;8.43;3;61;4.92;0;1;121;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 05 Barretos', 8.43, 3, 61, 4.92, 0, 1, 121);"
22/11/2021;DRS 06 Bauru;12.62;22;180;12.22;4;28;449;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 06 Bauru', 12.62, 22, 180, 12.22, 4, 28, 449);"
22/11/2021;DRS 07 Campinas;15.91;88;551;15.97;22;109;822;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 07 Campinas', 15.91, 88, 551, 15.97, 22, 109, 822);"
22/11/2021;DRS 08 Franca;7.39;5;104;4.81;4;12;142;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 08 Franca', 7.39, 5, 104, 4.81, 4, 12, 142);"
22/11/2021;DRS 09 Marília;13.34;22;184;11.96;8;32;220;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 09 Marília', 13.34, 22, 184, 11.96, 8, 32, 220);"
22/11/2021;DRS 10 Piracicaba;7.99;10;162;6.17;6;18;207;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 10 Piracicaba', 7.99, 10, 162, 6.17, 6, 18, 207);"
22/11/2021;DRS 11 Presidente Prudente;19.81;14;78;17.95;4;56;181;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 11 Presidente Prudente', 19.81, 14, 78, 17.95, 4, 56, 181);"
22/11/2021;DRS 12 Registro;18.54;9;45;20;0;2;43;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 12 Registro', 18.54, 9, 45, 20, 0, 2, 43);"
22/11/2021;DRS 13 Ribeirão Preto;20.81;35;171;20.47;3;20;259;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 13 Ribeirão Preto', 20.81, 35, 171, 20.47, 3, 20, 259);"
22/11/2021;DRS 14 São João da Boa Vista;22.89;21;100;21;3;20;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 14 São João da Boa Vista', 22.89, 21, 100, 21, 3, 20, 219);"
22/11/2021;DRS 15 São José do Rio Preto;21.54;41;207;19.81;14;37;256;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 15 São José do Rio Preto', 21.54, 41, 207, 19.81, 14, 37, 256);"
22/11/2021;DRS 16 Sorocaba;22.65;52;213;24.41;10;44;402;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 16 Sorocaba', 22.65, 52, 213, 24.41, 10, 44, 402);"
22/11/2021;DRS 17 Taubaté;19.52;58;270;21.48;11;56;377;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'DRS 17 Taubaté', 19.52, 58, 270, 21.48, 11, 56, 377);"
22/11/2021;Estado de São Paulo;22.16;1116;5168;21.59;247;1410;7697;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-22', 'Estado de São Paulo', 22.16, 1116, 5168, 21.59, 247, 1410, 7697);"
23/11/2021;DRS 01 Grande São Paulo;28.22;680;2420;28.1;147;903;3339;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 01 Grande São Paulo', 28.22, 680, 2420, 28.1, 147, 903, 3339);"
23/11/2021;DRS 02 Araçatuba;6.48;7;106;6.6;1;2;220;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 02 Araçatuba', 6.48, 7, 106, 6.6, 1, 2, 220);"
23/11/2021;DRS 03 Araraquara;21.86;13;57;22.81;8;15;84;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 03 Araraquara', 21.86, 13, 57, 22.81, 8, 15, 84);"
23/11/2021;DRS 04 Baixada Santista;18.62;46;216;21.3;12;40;249;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 04 Baixada Santista', 18.62, 46, 216, 21.3, 12, 40, 249);"
23/11/2021;DRS 05 Barretos;8.43;4;61;6.56;1;1;121;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 05 Barretos', 8.43, 4, 61, 6.56, 1, 1, 121);"
23/11/2021;DRS 06 Bauru;12.54;22;180;12.22;6;28;457;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 06 Bauru', 12.54, 22, 180, 12.22, 6, 28, 457);"
23/11/2021;DRS 07 Campinas;16.19;95;568;16.73;32;122;845;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 07 Campinas', 16.19, 95, 568, 16.73, 32, 122, 845);"
23/11/2021;DRS 08 Franca;6.87;7;104;6.73;1;11;143;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 08 Franca', 6.87, 7, 104, 6.73, 1, 11, 143);"
23/11/2021;DRS 09 Marília;13.27;27;183;14.75;4;33;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 09 Marília', 13.27, 27, 183, 14.75, 4, 33, 219);"
23/11/2021;DRS 10 Piracicaba;7.65;12;160;7.5;10;17;206;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 10 Piracicaba', 7.65, 12, 160, 7.5, 10, 17, 206);"
23/11/2021;DRS 11 Presidente Prudente;19.37;16;79;20.25;4;55;185;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 11 Presidente Prudente', 19.37, 16, 79, 20.25, 4, 55, 185);"
23/11/2021;DRS 12 Registro;19.1;9;45;20;0;2;43;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 12 Registro', 19.1, 9, 45, 20, 0, 2, 43);"
23/11/2021;DRS 13 Ribeirão Preto;20.36;35;163;21.47;10;26;243;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 13 Ribeirão Preto', 20.36, 35, 163, 21.47, 10, 26, 243);"
23/11/2021;DRS 14 São João da Boa Vista;23.62;21;90;23.33;6;21;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 14 São João da Boa Vista', 23.62, 21, 90, 23.33, 6, 21, 219);"
23/11/2021;DRS 15 São José do Rio Preto;21.43;43;207;20.77;5;38;274;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 15 São José do Rio Preto', 21.43, 43, 207, 20.77, 5, 38, 274);"
23/11/2021;DRS 16 Sorocaba;23.16;56;213;26.29;13;44;402;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 16 Sorocaba', 23.16, 56, 213, 26.29, 13, 44, 402);"
23/11/2021;DRS 17 Taubaté;19.49;52;276;18.84;14;67;394;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'DRS 17 Taubaté', 19.49, 52, 276, 18.84, 14, 67, 394);"
23/11/2021;Estado de São Paulo;22.16;1145;5128;22.33;274;1425;7643;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-23', 'Estado de São Paulo', 22.16, 1145, 5128, 22.33, 274, 1425, 7643);"
24/11/2021;DRS 01 Grande São Paulo;28.03;681;2509;27.14;168;874;3309;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 01 Grande São Paulo', 28.03, 681, 2509, 27.14, 168, 874, 3309);"
24/11/2021;DRS 02 Araçatuba;6.34;6;106;5.66;0;3;220;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 02 Araçatuba', 6.34, 6, 106, 5.66, 0, 3, 220);"
24/11/2021;DRS 03 Araraquara;22.73;16;59;27.12;5;12;81;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 03 Araraquara', 22.73, 16, 59, 27.12, 5, 12, 81);"
24/11/2021;DRS 04 Baixada Santista;18.31;42;216;19.44;7;46;248;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 04 Baixada Santista', 18.31, 42, 216, 19.44, 7, 46, 248);"
24/11/2021;DRS 05 Barretos;7.72;4;61;6.56;0;0;121;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 05 Barretos', 7.72, 4, 61, 6.56, 0, 0, 121);"
24/11/2021;DRS 06 Bauru;12.28;19;179;10.61;11;36;469;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 06 Bauru', 12.28, 19, 179, 10.61, 11, 36, 469);"
24/11/2021;DRS 07 Campinas;16.11;95;564;16.84;43;137;814;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 07 Campinas', 16.11, 95, 564, 16.84, 43, 137, 814);"
24/11/2021;DRS 08 Franca;6.71;6;106;5.66;0;9;143;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 08 Franca', 6.71, 6, 106, 5.66, 0, 9, 143);"
24/11/2021;DRS 09 Marília;12.99;26;181;14.36;10;36;215;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 09 Marília', 12.99, 26, 181, 14.36, 10, 36, 215);"
24/11/2021;DRS 10 Piracicaba;7.07;8;160;5;5;13;200;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 10 Piracicaba', 7.07, 8, 160, 5, 5, 13, 200);"
24/11/2021;DRS 11 Presidente Prudente;19.14;17;77;22.08;8;54;182;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 11 Presidente Prudente', 19.14, 17, 77, 22.08, 8, 54, 182);"
24/11/2021;DRS 12 Registro;20.64;11;45;24.44;2;0;43;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 12 Registro', 20.64, 11, 45, 24.44, 2, 0, 43);"
24/11/2021;DRS 13 Ribeirão Preto;20.51;38;170;22.35;16;31;235;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 13 Ribeirão Preto', 20.51, 38, 170, 22.35, 16, 31, 235);"
24/11/2021;DRS 14 São João da Boa Vista;23.85;22;90;24.44;6;21;218;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 14 São João da Boa Vista', 23.85, 22, 90, 24.44, 6, 21, 218);"
24/11/2021;DRS 15 São José do Rio Preto;21.32;40;205;19.51;22;46;255;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 15 São José do Rio Preto', 21.32, 40, 205, 19.51, 22, 46, 255);"
24/11/2021;DRS 16 Sorocaba;23.46;54;213;25.35;9;44;399;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 16 Sorocaba', 23.46, 54, 213, 25.35, 9, 44, 399);"
24/11/2021;DRS 17 Taubaté;19.66;54;270;20;16;64;377;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'DRS 17 Taubaté', 19.66, 54, 270, 20, 16, 64, 377);"
24/11/2021;Estado de São Paulo;22.05;1139;5211;21.86;328;1426;7529;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-24', 'Estado de São Paulo', 22.05, 1139, 5211, 21.86, 328, 1426, 7529);"
25/11/2021;DRS 01 Grande São Paulo;28.1;664;2378;27.92;179;840;3234;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 01 Grande São Paulo', 28.1, 664, 2378, 27.92, 179, 840, 3234);"
25/11/2021;DRS 02 Araçatuba;5.95;4;105;3.81;0;2;212;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 02 Araçatuba', 5.95, 4, 105, 3.81, 0, 2, 212);"
25/11/2021;DRS 03 Araraquara;22.92;13;57;22.81;4;11;79;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 03 Araraquara', 22.92, 13, 57, 22.81, 4, 11, 79);"
25/11/2021;DRS 04 Baixada Santista;17.64;38;215;17.67;11;36;245;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 04 Baixada Santista', 17.64, 38, 215, 17.67, 11, 36, 245);"
25/11/2021;DRS 05 Barretos;7.72;6;61;9.84;2;0;121;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 05 Barretos', 7.72, 6, 61, 9.84, 2, 0, 121);"
25/11/2021;DRS 06 Bauru;12.01;20;179;11.17;13;37;459;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 06 Bauru', 12.01, 20, 179, 11.17, 13, 37, 459);"
25/11/2021;DRS 07 Campinas;16.33;96;549;17.49;43;139;797;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 07 Campinas', 16.33, 96, 549, 17.49, 43, 139, 797);"
25/11/2021;DRS 08 Franca;6.61;7;101;6.93;4;8;143;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 08 Franca', 6.61, 7, 101, 6.93, 4, 8, 143);"
25/11/2021;DRS 09 Marília;13.02;23;181;12.71;12;37;214;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 09 Marília', 13.02, 23, 181, 12.71, 12, 37, 214);"
25/11/2021;DRS 10 Piracicaba;6.39;8;160;5;8;18;206;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 10 Piracicaba', 6.39, 8, 160, 5, 8, 18, 206);"
25/11/2021;DRS 11 Presidente Prudente;19.78;19;78;24.36;4;62;182;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 11 Presidente Prudente', 19.78, 19, 78, 24.36, 4, 62, 182);"
25/11/2021;DRS 12 Registro;20.71;9;44;20.45;1;2;43;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 12 Registro', 20.71, 9, 44, 20.45, 1, 2, 43);"
25/11/2021;DRS 13 Ribeirão Preto;21.17;36;170;21.18;8;31;235;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 13 Ribeirão Preto', 21.17, 36, 170, 21.18, 8, 31, 235);"
25/11/2021;DRS 14 São João da Boa Vista;23.89;22;90;24.44;4;18;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 14 São João da Boa Vista', 23.89, 22, 90, 24.44, 4, 18, 219);"
25/11/2021;DRS 15 São José do Rio Preto;20.59;40;205;19.51;12;45;255;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 15 São José do Rio Preto', 20.59, 40, 205, 19.51, 12, 45, 255);"
25/11/2021;DRS 16 Sorocaba;23.97;51;213;23.94;5;46;399;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 16 Sorocaba', 23.97, 51, 213, 23.94, 5, 46, 399);"
25/11/2021;DRS 17 Taubaté;19.62;49;269;18.22;17;56;369;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'DRS 17 Taubaté', 19.62, 49, 269, 18.22, 17, 56, 369);"
25/11/2021;Estado de São Paulo;22.04;1105;5055;21.86;327;1388;7412;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-25', 'Estado de São Paulo', 22.04, 1105, 5055, 21.86, 327, 1388, 7412);"
26/11/2021;DRS 01 Grande São Paulo;27.95;646;2342;27.58;175;838;3125;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 01 Grande São Paulo', 27.95, 646, 2342, 27.58, 175, 838, 3125);"
26/11/2021;DRS 02 Araçatuba;5.81;5;106;4.72;1;3;210;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 02 Araçatuba', 5.81, 5, 106, 4.72, 1, 3, 210);"
26/11/2021;DRS 03 Araraquara;22.92;13;56;23.21;5;11;83;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 03 Araraquara', 22.92, 13, 56, 23.21, 5, 11, 83);"
26/11/2021;DRS 04 Baixada Santista;17.7;39;217;17.97;12;39;250;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 04 Baixada Santista', 17.7, 39, 217, 17.97, 12, 39, 250);"
26/11/2021;DRS 05 Barretos;7.26;4;61;6.56;0;0;127;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 05 Barretos', 7.26, 4, 61, 6.56, 0, 0, 127);"
26/11/2021;DRS 06 Bauru;11.75;20;186;10.75;10;34;461;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 06 Bauru', 11.75, 20, 186, 10.75, 10, 34, 461);"
26/11/2021;DRS 07 Campinas;16.38;92;554;16.61;43;147;804;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 07 Campinas', 16.38, 92, 554, 16.61, 43, 147, 804);"
26/11/2021;DRS 08 Franca;6.49;8;101;7.92;2;8;143;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 08 Franca', 6.49, 8, 101, 7.92, 2, 8, 143);"
26/11/2021;DRS 09 Marília;12.97;22;181;12.15;4;36;218;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 09 Marília', 12.97, 22, 181, 12.15, 4, 36, 218);"
26/11/2021;DRS 10 Piracicaba;6.14;8;159;5.03;8;22;201;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 10 Piracicaba', 6.14, 8, 159, 5.03, 8, 22, 201);"
26/11/2021;DRS 11 Presidente Prudente;20.07;18;78;23.08;11;60;169;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 11 Presidente Prudente', 20.07, 18, 78, 23.08, 11, 60, 169);"
26/11/2021;DRS 12 Registro;20.44;8;44;18.18;1;0;43;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 12 Registro', 20.44, 8, 44, 18.18, 1, 0, 43);"
26/11/2021;DRS 13 Ribeirão Preto;21.06;32;166;19.28;5;26;236;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 13 Ribeirão Preto', 21.06, 32, 166, 19.28, 5, 26, 236);"
26/11/2021;DRS 14 São João da Boa Vista;24.01;22;87;25.29;6;20;219;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 14 São João da Boa Vista', 24.01, 22, 87, 25.29, 6, 20, 219);"
26/11/2021;DRS 15 São José do Rio Preto;19.69;37;205;18.05;20;51;240;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 15 São José do Rio Preto', 19.69, 37, 205, 18.05, 20, 51, 240);"
26/11/2021;DRS 16 Sorocaba;24.31;50;213;23.47;8;42;399;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 16 Sorocaba', 24.31, 50, 213, 23.47, 8, 42, 399);"
26/11/2021;DRS 17 Taubaté;19.64;49;268;18.28;23;61;365;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'DRS 17 Taubaté', 19.64, 49, 268, 18.28, 23, 61, 365);"
26/11/2021;Estado de São Paulo;21.89;1073;5024;21.36;334;1398;7293;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-26', 'Estado de São Paulo', 21.89, 1073, 5024, 21.36, 334, 1398, 7293);"
27/11/2021;DRS 01 Grande São Paulo;27.62;595;2272;26.19;148;785;3116;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 01 Grande São Paulo', 27.62, 595, 2272, 26.19, 148, 785, 3116);"
27/11/2021;DRS 02 Araçatuba;5.68;6;106;5.66;4;7;220;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 02 Araçatuba', 5.68, 6, 106, 5.66, 4, 7, 220);"
27/11/2021;DRS 03 Araraquara;23.21;14;55;25.45;2;15;85;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 03 Araraquara', 23.21, 14, 55, 25.45, 2, 15, 85);"
27/11/2021;DRS 04 Baixada Santista;18.72;44;207;21.26;10;27;218;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 04 Baixada Santista', 18.72, 44, 207, 21.26, 10, 27, 218);"
27/11/2021;DRS 05 Barretos;6.33;3;61;4.92;2;1;111;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 05 Barretos', 6.33, 3, 61, 4.92, 2, 1, 111);"
27/11/2021;DRS 06 Bauru;11.06;16;178;8.99;8;30;458;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 06 Bauru', 11.06, 16, 178, 8.99, 8, 30, 458);"
27/11/2021;DRS 07 Campinas;16.45;88;547;16.09;26;135;808;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 07 Campinas', 16.45, 88, 547, 16.09, 26, 135, 808);"
27/11/2021;DRS 08 Franca;6.53;8;99;8.08;1;7;143;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 08 Franca', 6.53, 8, 99, 8.08, 1, 7, 143);"
27/11/2021;DRS 09 Marília;13.05;23;176;13.07;8;39;212;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 09 Marília', 13.05, 23, 176, 13.07, 8, 39, 212);"
27/11/2021;DRS 10 Piracicaba;6.78;18;159;11.32;9;19;208;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 10 Piracicaba', 6.78, 18, 159, 11.32, 9, 19, 208);"
27/11/2021;DRS 11 Presidente Prudente;21.06;19;79;24.05;4;50;193;;;"INSERT INTO leitos_e_internacoes VALUES('2021-11-27', 'DRS 11 Presidente Prudente', 21.06, 19, 79, 24.05, 4, 50, 193);"
